fileId,fileUrls from query VNP46A1--5000 2020-06-23..2020-07-12 x-73.95y40.79 x-73.95y40.79[5],size
5425366323,/archive/allData/5000/VNP46A1/2020/175/VNP46A1.A2020175.h10v04.001.2020181155328.h5,30605847
5425542910,/archive/allData/5000/VNP46A1/2020/176/VNP46A1.A2020176.h10v04.001.2020181172641.h5,27478282
5425440223,/archive/allData/5000/VNP46A1/2020/177/VNP46A1.A2020177.h10v04.001.2020181163423.h5,19033454
5421895823,/archive/allData/5000/VNP46A1/2020/178/VNP46A1.A2020178.h10v04.001.2020179085350.h5,17230775
5422247614,/archive/allData/5000/VNP46A1/2020/179/VNP46A1.A2020179.h10v04.001.2020180065317.h5,36497805
5424942258,/archive/allData/5000/VNP46A1/2020/180/VNP46A1.A2020180.h10v04.001.2020181073419.h5,29335923
5426408755,/archive/allData/5000/VNP46A1/2020/181/VNP46A1.A2020181.h10v04.001.2020182062547.h5,28655867
5428232855,/archive/allData/5000/VNP46A1/2020/182/VNP46A1.A2020182.h10v04.001.2020183081456.h5,22719868
5429684548,/archive/allData/5000/VNP46A1/2020/183/VNP46A1.A2020183.h10v04.001.2020184120857.h5,18241694
5430462278,/archive/allData/5000/VNP46A1/2020/184/VNP46A1.A2020184.h10v04.001.2020186171350.h5,36278073
5430640701,/archive/allData/5000/VNP46A1/2020/185/VNP46A1.A2020185.h10v04.001.2020186205716.h5,28471872
5430911767,/archive/allData/5000/VNP46A1/2020/186/VNP46A1.A2020186.h10v04.001.2020187065326.h5,30791679
5431577962,/archive/allData/5000/VNP46A1/2020/187/VNP46A1.A2020187.h10v04.001.2020188061848.h5,26453452
5433288174,/archive/allData/5000/VNP46A1/2020/188/VNP46A1.A2020188.h10v04.001.2020189085855.h5,20184439
5434693373,/archive/allData/5000/VNP46A1/2020/189/VNP46A1.A2020189.h10v04.001.2020190074616.h5,20452205
5436785215,/archive/allData/5000/VNP46A1/2020/190/VNP46A1.A2020190.h10v04.001.2020191074102.h5,28377666
5437456657,/archive/allData/5000/VNP46A1/2020/191/VNP46A1.A2020191.h10v04.001.2020192062807.h5,34039590
5438212721,/archive/allData/5000/VNP46A1/2020/192/VNP46A1.A2020192.h10v04.001.2020193065415.h5,30647178
5438823773,/archive/allData/5000/VNP46A1/2020/193/VNP46A1.A2020193.h10v04.001.2020194075743.h5,25594492
